No, íÁëÃâÑí∑, íÁëÃïù, ç∂âEï«ëÃçÇÇ≥, ñÓî¬ÇÃëSí∑, íÜãlìyìVí[çÇÇ≥, íÁäOãÊä‘ínï\ñ , íÁì‡ãÊä‘ínï\ñ , à¯í£çﬁä‘äu, à¯í£çﬁà íu, ç›óàínî’èdó , ç›óàínî’ãÊï™, ç›óàínî’Níl, ç›óàínî’ñÄéCäp, ç›óàínî’îSíÖóÕ, ç›óàínî’ïœå`åWêî, íÜãlÇﬂèdó , íÜãlÇﬂãÊï™, íÜãlÇﬂNíl, íÜãlÇﬂñÄéCäp, íÜãlÇﬂîSíÖóÕ, ñÓî¬å^, ñÓî¬çﬁóø, à¯í£çﬁíºåa, à¯í£çﬁçﬁóøî‘çÜ, ï†ãNÇµçﬁéø, ï†ãNÇµî‘çÜ, íÁäOë§êÖà _èÌéû, íÁì‡ë§êÖà _èÌéû, íÁäOë§êÖà _ínêkéû, íÁì‡ë§êÖà _ínêkéû, êkìx
20134,11,6.5,4.1,9.5,4,0,0.1,0.8,3.7,17, _Sandy,0,33,120,24700,15, _Sandy,43,37,201,5, _SY295,85,1,0,4,3.6,0,2.7,0,0.2
20135,23,3.7,2.9,8.6,2.8,0,0.2,0.8,2.1,11, _Clay,36,2,256,4500,13, _Sandy,50,4,261,3, _SY390,82,0,0,6,0.9,0.1,1.9,0,0.4
20136,13,1,9.8,15.8,9.7,0,1,1.6,6.3,14, _Clay,20,16,91,183300,11, _Clay,6,16,20,4, _SY295,78,1,1,8,7.1,0.1,6.4,0.2,0.1
20137,25,11.3,8.6,14.9,8.5,0,1.2,0.8,4.4,17, _Sandy,4,30,227,163200,18, _Sandy,13,28,80,5, _SY390,74,0,0,1,2,0.2,5.6,0.1,0.3
20138,29,12.6,6,8.6,5.9,0,1.1,1.6,2.5,12, _Sandy,15,44,265,103300,18, _Sandy,24,21,81,5, _SY390,90,1,0,10,4.8,0.4,1.8,0.1,0.5
20139,20,9.9,4.8,7.7,4.7,0,1,0.8,1.4,15, _Clay,50,12,101,83100,16, _Clay,31,33,140,3, _SY295,86,0,1,2,1.6,0.5,1.5,0.9,0.2
20140,24,11.1,2.1,10.9,2,0,0.5,1.6,1.7,19, _Sandy,9,26,139,23300,16, _Sandy,43,26,141,3, _SY390,36,0,1,2,1.8,0.3,1.6,0.4,0.4
20141,14,8.4,9,18.1,8.9,0,2.7,0.8,7.1,12, _Sandy,45,40,275,3100,14, _Clay,50,38,201,4, _SY295,32,1,1,4,4.1,2.3,7,2.1,0.1
20142,29,13.5,3.9,11.4,3.8,0.4,0,1.6,2.6,20, _Clay,44,40,169,82500,18, _Clay,42,32,18,5, _SY295,59,1,1,10,3,0,2.2,0,0.5
20143,30,6.9,5.1,10.9,5,0,1.9,1.6,3.1,20, _Clay,39,23,149,122100,12, _Sandy,17,43,262,5, _SY295,44,1,0,6,2.8,0.4,2.6,1.1,0.5
20144,28,13.2,5.4,5.9,5.3,0,2.2,0.8,2.8,12, _Clay,49,37,82,141600,17, _Clay,20,30,80,3, _SY390,87,1,0,1,3.6,0.5,4.2,0.7,0.1
20145,11,1.4,2.7,9.1,2.6,0,1.2,1.6,1.4,17, _Clay,8,6,120,81700,17, _Clay,31,23,81,3, _SY295,37,1,0,10,1.3,0.5,1.4,0.3,0.3
20146,23,11.8,9.6,16.3,9.5,0,0,0.8,7.7,20, _Sandy,44,20,256,61600,14, _Sandy,39,35,140,4, _SY390,33,0,0,2,4.9,0,1.6,0,0.5
20147,14,9,8.4,15.4,8.3,0,0.3,1.6,5.4,13, _Sandy,28,34,91,41400,12, _Clay,46,2,200,5, _SY295,29,0,1,5,7.8,0.2,1.5,0,0.2
20148,25,6.3,7.2,14.5,7.1,0.4,0,0.8,3.5,17, _Clay,12,3,227,21300,20, _Sandy,2,15,260,3, _SY390,25,1,0,7,2.7,0,1.3,0,0.3
20149,16,3.5,6,13.6,5.9,1,0,0.8,2.4,20, _Sandy,48,17,63,1100,17, _Sandy,9,27,19,3, _SY295,88,0,1,9,4.7,0,1.6,0,0.5
20150,20,4.8,3.4,7.3,3.3,0,0.5,1.6,0.9,14, _Sandy,7,31,101,140200,17, _Clay,20,20,20,4, _SY295,37,0,1,9,1.6,0,2.4,0.3,0.2
20151,11,2,2.2,6.4,2.1,0.5,0,0.8,1.8,18, _Clay,42,45,237,120100,15, _Sandy,27,32,80,4, _SY390,34,1,1,1,1.8,0,1.6,0,0.4
20152,15,3.3,7.6,8.1,7.5,0,1.8,1.6,6,12, _Clay,2,14,275,60200,15, _Sandy,39,25,81,5, _SY295,50,0,1,10,4.4,0.8,3.1,0.8,0.1
20153,19,4.6,4.9,11.4,4.8,0,1.3,0.8,3.3,16, _Sandy,12,28,13,199300,16, _Clay,50,17,82,5, _SY390,65,0,1,10,1.7,0.8,4.1,0.6,0.4
20154,30,1.8,3.7,10.5,3.6,0,1.1,1.6,2.1,20, _Sandy,47,42,149,179100,13, _Sandy,6,30,141,3, _SY295,62,1,0,2,2.4,0.8,3.1,0.3,0.5
20155,21,12.2,2.5,9.6,2.4,0,0.8,0.8,1.2,13, _Clay,32,11,284,159000,11, _Clay,13,42,201,4, _SY390,58,0,1,4,2.3,0.7,2,0.1,0.2
20156,25,13.4,7.9,11.3,7.8,0,3.1,0.8,3.5,17, _Clay,42,25,23,99100,11, _Clay,24,35,202,4, _SY390,74,1,1,4,5.9,0.4,4.6,0.4,0.4
20157,23,6.7,8.2,15.9,8.1,1.6,0,1.6,7,19, _Clay,0,39,256,118700,16, _Sandy,27,21,20,5, _SY390,50,1,0,9,6.5,0,6.3,0,0.1
20158,10,9.2,2.8,12.7,2.7,0,0,1.6,1.4,18, _Clay,21,22,32,197900,17, _Clay,50,7,22,3, _SY295,82,1,0,8,0.1,0,2.3,0,0.5
20159,26,1.2,5.8,14.1,5.7,2.4,0,1.6,4,16, _Sandy,20,22,227,78300,11, _Clay,42,1,139,3, _SY295,43,1,0,4,4.3,0,4.7,0,0.4
20160,26,7.7,7.1,13.7,7,0,0.7,1.6,1.9,16, _Sandy,16,5,206,117900,14, _Clay,17,12,83,4, _SY295,28,1,1,9,1.4,0.6,3.1,0.4,0.4
20161,20,12.8,10,14.9,9.9,0.3,0,1.6,1.7,14, _Clay,15,5,101,197300,19, _Clay,9,6,200,5, _SY295,55,1,1,5,6.4,0,2.5,0,0.3
20162,11,10.1,8.8,14,8.7,1.3,0,1.6,8.1,17, _Sandy,50,19,236,177100,16, _Clay,16,18,259,5, _SY390,51,0,0,8,1.5,0,2.8,0,0.5
20163,15,11.3,6.2,7.7,6.1,0.9,0,0.8,4.8,11, _Sandy,10,33,275,117300,17, _Sandy,27,11,260,3, _SY295,67,0,1,7,4.5,0,5,0,0.2
20164,27,8.6,5,6.9,4.9,1.2,0,1.6,3.3,15, _Clay,45,2,110,97100,14, _Clay,34,23,20,3, _SY390,63,1,0,9,1.5,0,4,0,0.4
20165,17,5.9,3.8,6,3.7,1.3,0,0.8,2.3,18, _Sandy,29,16,246,76900,12, _Sandy,42,36,80,4, _SY295,59,0,1,2,2.5,0,3.1,0,0.1
20166,18,12.4,5,15,4.9,0,1.6,0.8,2.1,18, _Sandy,25,44,226,116500,15, _Clay,17,2,23,4, _SY390,44,0,0,7,1.7,1.3,3.1,1.5,0.5
20167,30,9.6,3.8,4.5,3.7,0,1.3,1.6,3.3,11, _Clay,9,13,61,96300,13, _Sandy,24,14,83,5, _SY295,41,1,1,10,2.4,1.2,2.3,1,0.2
20168,20,6.9,2.6,3.6,2.5,0,0.9,0.8,1.9,14, _Clay,45,27,197,76100,20, _Sandy,31,26,142,3, _SY390,37,1,0,2,2.3,0,1.5,0.6,0.4
20169,18,13.2,2.9,8.2,2.8,0.5,0,0.8,1.7,17, _Clay,3,41,130,95700,15, _Clay,34,13,260,4, _SY295,80,1,1,7,0.5,0,2.4,0,0.5
20170,30,10.5,9.8,15.4,9.7,2.9,0,1.6,5.3,20, _Clay,38,9,265,75500,13, _Sandy,42,25,20,5, _SY390,76,0,0,10,6,0,8.3,0,0.2
20171,13,11.8,7.1,9,7,2.1,0,0.8,3.1,14, _Sandy,49,23,4,15700,13, _Clay,2,18,21,5, _SY295,26,0,0,9,2.6,0,3.8,0,0.4
20172,17,13,4.5,12.4,4.4,0,0.3,1.6,0.5,18, _Sandy,8,37,42,154800,13, _Clay,13,11,22,5, _SY390,42,0,0,8,3.4,0.1,4.1,0,0.1
20173,29,10.3,3.3,11.5,3.2,1.3,0,0.8,2.7,12, _Clay,43,6,177,134600,11, _Sandy,20,23,82,3, _SY295,38,0,1,1,1.6,0,3,0,0.3
20174,12,11.5,8.7,13.2,8.6,0,1.2,1.6,6,16, _Clay,3,20,216,74700,11, _Clay,31,16,83,4, _SY295,54,0,1,10,7.3,1.1,4.6,0,0.5
20175,24,8.8,7.5,12.3,7.4,0,1.3,0.8,4.2,19, _Sandy,38,34,51,54600,19, _Clay,39,28,142,4, _SY390,50,1,1,2,2.7,0.1,4,1.1,0.2
20176,14,6,6.3,11.4,6.2,0.7,0,0.8,2.4,13, _Clay,22,3,187,34400,16, _Sandy,46,40,202,5, _SY295,46,0,0,5,4.2,0,3,0,0.4
20177,22,8.6,9,16.3,8.9,0,2.7,0.8,8.4,11, _Clay,43,31,264,113700,17, _Sandy,17,26,204,3, _SY295,78,1,0,3,8.6,1.6,6.1,1.7,0.3
20178,25,3.1,6.6,14.6,6.5,0,2.4,0.8,4.8,18, _Clay,12,14,235,73300,12, _Clay,31,5,23,4, _SY295,70,1,0,8,5.5,2,4.5,0.8,0.2
20179,29,4.3,3.9,8.2,3.8,0,1.6,1.6,2.5,12, _Clay,22,28,273,13500,13, _Sandy,43,43,24,5, _SY390,86,0,0,7,2.5,0.1,1.7,0.5,0.4
20180,27,10.7,4.2,12.8,4.1,0.2,0,0.8,1.1,15, _Sandy,32,42,206,33000,17, _Sandy,46,30,142,3, _SY295,63,0,1,3,2.5,0,2.1,0,0.5
20181,18,8,3,11.9,2.9,0.4,0,0.8,0.6,18, _Clay,16,11,42,12900,15, _Clay,2,42,202,3, _SY390,59,1,0,5,2.9,0,1.5,0,0.2
20182,20,2.5,8.7,18.2,8.6,3.3,0,0.8,6.7,15, _Sandy,36,39,13,171500,20, _Clay,16,21,21,5, _SY295,51,1,0,9,7.6,0,5.5,0,0.1
20183,24,3.7,6.1,11.9,6,2.3,0,1.6,4.1,19, _Clay,46,8,51,111700,20, _Clay,27,14,22,5, _SY390,67,1,1,9,4,0,6,0,0.3
20184,19,2.2,2.2,4.6,2.1,0.9,0,1.6,1.2,16, _Sandy,41,36,225,31600,18, _Clay,46,19,83,3, _SY390,79,1,0,10,1.5,0,1.5,0,0.2
20185,27,4.8,4.9,9.6,4.8,0,1.3,1.6,4,15, _Sandy,10,19,2,110900,19, _Sandy,17,5,85,4, _SY390,45,0,0,9,4.2,0.5,3.6,0.4,0.1
20186,21,9.9,7.9,10.9,7.8,1.6,0,0.8,6.3,13, _Clay,9,19,197,190300,13, _Sandy,9,44,202,5, _SY390,72,1,0,5,3.7,0,4.7,0,0.5
20187,12,7.1,6.7,10,6.6,2.1,0,1.6,4.7,16, _Sandy,45,33,32,170100,11, _Clay,16,11,261,3, _SY295,68,0,1,7,5.5,0,4.2,0,0.2
20188,12,13.6,7.9,9.5,7.8,0,3.1,1.6,4.5,16, _Sandy,40,16,12,10700,14, _Sandy,43,22,205,3, _SY390,53,0,0,3,4.5,2.7,3.9,3,0.2
20189,27,5.6,2.8,12.4,2.7,1.1,0,1.6,1.5,14, _Clay,40,16,206,90100,19, _Sandy,34,16,22,4, _SY295,80,0,1,9,2.4,0,1.1,0,0.1
20190,10,6.9,8.2,14.1,8.1,3.4,0,0.8,3.9,18, _Clay,50,30,244,30200,19, _Clay,46,9,23,4, _SY295,30,0,1,8,5.6,0,6.2,0,0.3
20191,19,9.4,2.9,11,2.8,0,0,0.8,2,17, _Sandy,19,13,21,109500,20, _Sandy,17,39,25,5, _SY295,61,1,1,7,2.2,0,2,0,0.3
20192,30,6.7,9.8,18.2,9.7,0,0.6,1.6,5.7,20, _Clay,4,27,157,89300,17, _Clay,24,7,84,5, _SY390,58,0,0,10,2.1,0.2,6.9,0.3,0.5
20193,21,3.9,8.6,17.3,8.5,0,0.8,1.6,3.7,14, _Sandy,39,41,292,69100,15, _Sandy,31,19,144,3, _SY295,54,1,1,2,5.3,0.4,6,0.2,0.1
20194,12,1.2,7.4,16.4,7.3,1.8,0,0.8,3,17, _Sandy,24,10,128,49000,13, _Sandy,39,31,204,4, _SY390,50,0,1,4,7.3,0,5.4,0,0.3
20195,16,2.4,4.7,10.1,4.6,0,0.8,1.6,1.1,11, _Clay,34,24,166,188100,13, _Clay,50,24,205,4, _SY390,66,1,1,3,3.3,0.7,1.6,0.1,0.5
20196,14,8.8,5,14.7,4.9,2.3,0,0.8,4.3,14, _Sandy,43,38,99,8700,18, _Sandy,2,11,23,5, _SY390,43,1,1,9,4.4,0,3.9,0,0.2
20197,18,10,2.3,8.3,2.2,1,0,1.6,1.7,18, _Sandy,3,7,138,147800,18, _Clay,13,3,24,3, _SY390,58,1,1,8,1.6,0,1.2,0,0.4
20198,22,11.3,7.7,10,7.6,0,2.2,0.8,4.8,12, _Sandy,13,21,176,87900,18, _Clay,24,41,25,3, _SY295,74,1,1,7,2.8,0.7,6.2,1.8,0.1
20199,16,3.3,2.6,3.3,2.5,0.4,0,0.8,1.3,20, _Clay,12,21,70,167300,13, _Clay,16,35,142,4, _SY295,35,1,1,3,1.7,0,1.6,0,0.5
20200,17,9.8,3.8,12.3,3.7,0,1.3,1.6,1.7,20, _Sandy,8,4,50,7900,16, _Clay,43,1,85,4, _SY295,86,1,1,9,1.7,0.8,2,0.8,0.5
20201,28,7.1,2.6,11.4,2.5,0,1,0.8,2.2,13, _Sandy,43,17,186,186700,14, _Clay,50,13,145,5, _SY390,83,0,0,1,1.9,0.8,1.4,0.5,0.2
20202,19,4.3,9.6,18.7,9.5,2.9,0,1.6,7.9,16, _Clay,27,31,21,166500,11, _Sandy,6,26,205,3, _SY295,79,1,1,4,9.5,0,4.6,0,0.4
20203,10,1.6,8.4,17.8,8.3,3.4,0,0.8,6.2,20, _Sandy,12,45,157,146400,19, _Clay,13,38,264,3, _SY390,75,0,0,6,5.4,0,4.5,0,0.5
20204,21,12,7.2,16.9,7.1,0.1,0,1.6,2.9,13, _Clay,47,14,292,126200,16, _Sandy,20,5,24,4, _SY295,71,1,1,8,5.8,0,1.6,0,0.2
20205,25,13.2,4.5,10.6,4.4,0,0,0.8,1.1,17, _Clay,6,28,31,66300,17, _Sandy,31,43,25,4, _SY295,87,0,1,8,2,0,3.5,0,0.4
20206,16,10.5,3.3,9.7,3.2,0.4,0,1.6,0.7,11, _Sandy,42,42,166,46200,14, _Clay,38,10,84,5, _SY390,83,1,1,10,2.9,0,2.6,0,0.1
20207,20,11.7,8.7,11.4,8.6,0,1.3,1.6,7.6,15, _Sandy,1,11,205,185300,15, _Sandy,50,3,85,3, _SY295,33,1,1,9,5.1,0.9,3.7,1.1,0.3
20208,18,5,9,16,8.9,3,0,0.8,6.9,17, _Clay,11,25,138,5900,19, _Sandy,2,35,204,4, _SY390,76,1,1,5,7.1,0,7.3,0,0.5
20209,22,6.2,6.3,9.6,6.2,2.1,0,1.6,4.2,12, _Clay,21,39,176,145000,20, _Clay,13,27,205,4, _SY295,26,0,1,4,3.5,0,3.3,0,0.2
20210,13,3.5,5.1,8.7,5,2.2,0,0.8,3.2,15, _Sandy,5,8,11,124800,17, _Sandy,20,40,264,5, _SY390,88,1,0,6,4.3,0,2.9,0,0.4
20211,25,13.9,3.9,7.8,3.8,0.2,0,1.6,0.8,18, _Clay,41,22,147,104700,15, _Clay,27,7,24,3, _SY295,84,0,0,9,0.8,0,1.1,0,0.5
20212,15,11.1,2.7,6.9,2.6,0.4,0,0.8,2.3,12, _Sandy,25,36,283,84500,12, _Clay,34,19,83,3, _SY390,80,1,1,1,1.7,0,0.9,0,0.2
20213,27,8.4,9.6,14.1,9.5,2.7,0,0.8,7.8,15, _Sandy,9,5,118,64300,20, _Sandy,42,31,143,4, _SY295,77,0,0,3,9.4,0,4.1,0,0.4
20214,28,1.8,2.8,5.6,2.7,0,1.2,0.8,1.9,14, _Clay,5,33,98,103900,13, _Clay,17,42,86,4, _SY390,62,0,1,9,2,1.1,2.6,0,0.4
20215,22,6.9,5.7,6.9,5.6,2.2,0,0.8,3.6,12, _Clay,4,33,292,183300,18, _Clay,9,36,204,5, _SY390,89,0,1,5,2.3,0,4.8,0,0.3
20216,12,4.1,4.6,6.1,4.5,0,0,1.6,1.1,16, _Sandy,39,2,128,163100,15, _Sandy,16,4,263,3, _SY295,85,1,0,7,2,0,3.4,0,0.5
20217,13,10.7,5.8,15.1,5.7,0,0.5,1.6,5.1,15, _Sandy,35,30,107,3700,19, _Sandy,43,15,207,3, _SY295,70,1,0,3,0.5,0.1,2.8,0.3,0.4
20218,25,7.9,4.6,14.2,4.5,0,0.5,0.8,3.3,19, _Clay,19,44,243,182500,16, _Sandy,50,27,266,4, _SY390,66,0,1,5,2.1,0.2,2.2,0.2,0.1
20219,15,5.2,3.4,13.3,3.3,0.3,0,1.6,1.9,12, _Sandy,4,13,79,162300,14, _Clay,6,39,26,5, _SY295,63,1,0,8,2.8,0,1.5,0,0.3
20220,13,11.5,3.7,8.3,3.6,1.1,0,1.6,2,14, _Clay,13,27,11,181900,19, _Sandy,9,26,144,3, _SY390,39,1,0,3,3.6,0,3.2,0,0.4
20221,25,8.8,2.5,7.4,2.4,1,0,0.8,1.3,18, _Sandy,48,41,147,161700,16, _Sandy,16,38,203,3, _SY295,36,0,1,5,1.5,0,2.1,0,0.1
20222,26,2.2,3.7,6.9,3.6,0,1.1,0.8,3.1,17, _Sandy,44,24,127,2300,20, _Sandy,43,4,147,4, _SY390,87,0,1,1,3.5,0.3,2.4,0,0.1
20223,24,8.6,4,11.5,3.9,0.1,0,1.6,2.5,20, _Clay,2,38,59,21800,15, _Sandy,46,36,265,5, _SY295,63,0,1,6,0.5,0,3.6,0,0.2
20224,28,9.8,9.5,13.3,9.4,0.4,0,0.8,4.8,14, _Sandy,13,7,98,160900,15, _Clay,6,29,266,5, _SY390,79,0,1,6,7.3,0,4.6,0,0.4
20225,19,7.1,8.3,12.4,8.2,1.2,0,1.6,3.4,17, _Sandy,48,21,233,140800,12, _Sandy,13,41,26,3, _SY295,75,0,0,8,2.3,0,4.3,0,0.1
20226,30,4.3,7.1,11.5,7,1.8,0,1.6,2.5,11, _Clay,33,35,69,120600,20, _Clay,20,8,85,4, _SY390,72,1,1,10,4.8,0,4,0,0.3
20227,13,5.6,4.4,5.1,4.3,1.1,0,0.8,3.9,15, _Clay,43,4,107,60800,20, _Clay,31,1,86,4, _SY295,87,1,1,10,1.8,0,4.3,0,0.5
20228,25,2.8,3.2,4.2,3.1,1.1,0,1.6,2.5,18, _Sandy,27,18,243,40600,18, _Sandy,38,13,146,5, _SY390,84,0,1,2,2.4,0,3.1,0,0.2
20229,23,9.2,3.5,8.8,3.4,0.3,0,0.8,2,20, _Clay,37,32,176,60100,13, _Clay,42,45,264,3, _SY295,60,0,1,7,2.8,0,1.5,0,0.3
20230,24,2.6,4.7,8.3,4.6,0,0.8,0.8,1.8,20, _Sandy,32,15,155,99700,16, _Sandy,17,11,207,3, _SY390,45,0,0,3,2.1,0.5,1.1,0,0.3
20231,18,7.7,7.7,9.6,7.6,1.5,0,0.8,2.9,18, _Sandy,31,15,50,179100,11, _Sandy,9,5,25,4, _SY390,72,0,0,9,6.8,0,7.2,0,0.2
20232,29,5,6.5,8.7,6.4,2,0,1.6,2.3,11, _Clay,16,28,185,158900,18, _Clay,16,17,84,5, _SY295,69,1,0,1,3.2,0,6,0,0.4
20233,30,11.5,7.7,8.2,7.6,0,2.3,0.8,6,11, _Clay,11,11,165,198500,12, _Sandy,43,28,28,5, _SY295,54,1,1,7,6.7,0.2,5.5,1.6,0.4
20234,21,8.8,6.6,7.4,6.5,1.9,0,1.6,4.3,14, _Sandy,47,25,0,178300,19, _Clay,50,41,87,3, _SY390,50,0,0,9,2.9,0,4.6,0,0.1
20235,15,13.9,9.5,18.3,9.4,0.2,0,1.6,4.7,12, _Clay,46,25,195,58700,14, _Clay,42,35,204,4, _SY390,77,0,0,5,7.1,0,4.2,0,0.5
20236,15,7.3,2.7,9.7,2.6,0,1.1,1.6,1.5,12, _Clay,41,8,174,98300,17, _Sandy,17,1,148,4, _SY390,62,1,1,1,1.5,0.6,1.3,0.4,0.5
20237,10,12.4,5.6,11,5.5,0.7,0,1.6,1.5,20, _Sandy,40,8,69,177700,11, _Sandy,9,40,265,5, _SY390,89,1,1,7,4.6,0,5.4,0,0.4
20238,21,9.6,4.5,10.2,4.4,1,0,0.8,4,13, _Clay,25,22,204,157500,19, _Clay,16,7,25,5, _SY295,85,0,1,9,1.7,0,4.3,0,0.5
20239,22,3,5.7,9.7,5.6,0,0.2,0.8,3.6,13, _Clay,20,5,184,197100,12, _Clay,43,18,268,3, _SY390,70,0,0,5,4.4,0,3.8,0,0.5
20240,16,8.1,8.7,11,8.6,3,0,1.6,6.3,11, _Sandy,19,5,78,77500,17, _Clay,34,12,85,4, _SY390,31,0,0,1,4.5,0,5.8,0,0.4
20241,28,5.4,7.5,10.1,7.4,3.4,0,0.8,5.1,14, _Clay,4,19,214,57300,15, _Clay,41,24,145,4, _SY295,28,1,1,3,6.2,0,5.3,0,0.1
20242,11,6.7,4.8,13.4,4.7,2.2,0,1.6,2.9,19, _Clay,14,33,252,196500,15, _Sandy,2,17,146,5, _SY390,43,1,1,2,3,0,2.3,0,0.3
20243,15,7.9,2.1,7,2,0.9,0,0.8,1.1,13, _Clay,24,2,291,136600,15, _Clay,13,10,147,5, _SY295,59,0,1,2,2,0,1.6,0,0.1
20244,26,5.2,9,14.2,8.9,0.6,0,1.6,7.9,16, _Sandy,9,16,126,116400,13, _Clay,20,22,206,3, _SY390,55,1,0,4,3.9,0,5.5,0,0.2
20245,17,2.4,7.8,13.3,7.7,1.3,0,0.8,5.8,20, _Clay,44,30,262,96300,20, _Sandy,27,34,266,3, _SY295,52,0,0,6,6.5,0,5,0,0.4
20246,21,3.7,5.1,6.9,5,0.9,0,1.6,3.1,14, _Clay,4,44,0,36400,11, _Clay,38,27,267,4, _SY390,67,0,0,6,2.8,0,1.4,0,0.1
20247,19,10,5.4,11.5,5.3,2.1,0,1.6,3.2,16, _Sandy,13,13,233,55900,15, _Sandy,41,14,85,5, _SY295,44,0,0,1,4.1,0,3.8,0,0.3
20248,23,11.3,2.7,5.1,2.6,1,0,0.8,1.4,20, _Clay,23,27,272,195100,16, _Sandy,2,6,86,5, _SY390,60,1,0,10,1.4,0,1.1,0,0.5
20249,14,8.6,9.7,12.4,9.6,0.1,0,1.6,0.3,14, _Clay,8,41,107,174900,13, _Clay,9,19,146,3, _SY390,56,0,1,3,6.7,0,0.8,0,0.2
20250,18,9.8,7,15.6,6.9,0,0,0.8,5.6,18, _Sandy,18,10,146,115000,14, _Sandy,20,11,147,3, _SY295,72,0,1,2,2.3,0,4.5,0,0.4
20251,30,7.1,5.8,14.8,5.7,0.6,0,1.6,3.8,11, _Sandy,2,24,281,94900,11, _Sandy,27,24,206,4, _SY390,68,1,1,4,4.5,0,3.8,0,0.1
20252,20,4.3,4.6,13.9,4.5,1,0,0.8,2.6,15, _Clay,38,38,117,74700,19, _Clay,34,36,266,5, _SY295,64,0,0,7,1.5,0,3.1,0,0.2
20253,24,5.6,10,15.6,9.9,2.2,0,1.6,4.6,19, _Clay,48,7,155,14800,19, _Sandy,46,29,267,5, _SY390,80,1,0,6,8.5,0,3.5,0,0.5
20254,15,2.8,8.8,14.7,8.7,2.9,0,1.6,3.7,12, _Sandy,32,21,291,193700,17, _Sandy,2,41,27,3, _SY295,77,0,1,8,4.2,0,3.7,0,0.1
20255,27,13.2,7.6,13.8,7.5,3.3,0,0.8,7,16, _Clay,17,35,126,173500,14, _Clay,9,8,86,4, _SY390,73,1,0,1,6,0,3.8,0,0.3
20256,10,1.4,4.9,7.4,4.8,2.1,0,1.6,4,20, _Clay,27,4,165,113600,15, _Sandy,20,1,87,4, _SY295,89,1,0,10,2.8,0,4,0,0.5
20257,21,11.7,3.7,6.5,3.6,0.1,0,0.8,2.1,13, _Sandy,11,18,0,93500,12, _Clay,27,13,147,5, _SY390,85,1,0,2,2.5,0,2.5,0,0.2
20258,26,13,9.1,17.8,9,0.4,0,1.6,4,18, _Sandy,22,32,39,33600,12, _Clay,38,6,148,5, _SY390,35,1,0,2,3.4,0,2.5,0,0.4
20259,16,10.2,7.9,16.9,7.8,1.2,0,0.8,2.8,11, _Clay,6,1,174,13400,20, _Sandy,46,18,207,3, _SY295,31,0,1,4,6.2,0,2.6,0,0.1
20260,28,7.5,6.7,16,6.6,1.7,0,1.6,2.1,14, _Sandy,42,15,10,192300,18, _Clay,2,30,267,4, _SY390,27,1,0,6,2.5,0,2.7,0,0.3
20261,18,4.8,5.6,15.3,5.5,2.1,0,1.6,4.8,18, _Clay,26,29,145,172100,15, _Clay,9,43,26,4, _SY295,89,0,1,9,4.1,0,2.7,0,0.5
20262,30,2,4.4,14.4,4.3,2.1,0,0.8,3.5,11, _Clay,10,43,281,151900,13, _Sandy,16,10,86,5, _SY390,86,0,1,1,4.3,0,2.4,0,0.1
20263,10,8.5,5.6,13.8,5.5,2.1,0,0.8,3.4,20, _Sandy,6,26,261,191500,16, _Sandy,42,21,29,5, _SY390,71,1,0,7,3.9,0,5.1,0,0.1
20264,21,5.8,4.4,12.9,4.3,2.1,0,1.6,2.6,14, _Sandy,41,40,96,171300,14, _Sandy,50,33,89,3, _SY390,67,1,1,9,4.2,0,4,0,0.3
20265,12,3,3.2,12,3.1,0.3,0,0.8,2.8,17, _Clay,26,9,232,151200,11, _Clay,6,1,149,4, _SY295,63,0,0,1,1.3,0,2.7,0,0.5
20266,24,13.4,2,11.1,1.9,0.4,0,1.6,1.4,20, _Sandy,10,22,67,131000,19, _Sandy,13,13,208,5, _SY390,59,1,1,4,1.6,0,1.7,0,0.2
20267,14,10.7,8.9,18.3,8.8,2.7,0,0.8,6.4,14, _Clay,45,36,203,110800,16, _Sandy,20,25,268,5, _SY295,56,0,0,6,3.7,0,7.6,0,0.3
20268,26,7.9,7.7,17.4,7.6,3.2,0,0.8,5.1,17, _Clay,30,5,39,90700,14, _Clay,27,37,27,3, _SY390,52,1,0,8,5.7,0,6.7,0,0.5
20269,17,5.2,6.5,16.5,6.4,0.2,0,1.6,1.8,20, _Sandy,14,19,174,70500,11, _Sandy,34,5,87,4, _SY295,48,0,1,10,6.3,0,5,0,0.2
20270,28,2.4,5.3,6.1,5.2,0.7,0,0.8,1.1,14, _Clay,49,33,10,50300,19, _Clay,41,17,147,5, _SY390,44,0,0,3,2.5,0,4.1,0,0.4
20271,11,3.7,2.6,9.3,2.5,0.3,0,1.6,2.1,18, _Clay,9,2,48,189500,19, _Clay,2,10,148,5, _SY295,60,0,0,2,0.4,0,1,0,0.1
20272,23,14,9.6,16.6,9.5,2.4,0,0.8,7.4,11, _Sandy,44,16,184,169300,17, _Sandy,9,22,207,3, _SY390,57,1,1,4,5.6,0,4.5,0,0.3
20273,14,11.3,8.4,15.7,8.3,3,0,1.6,5.8,15, _Clay,28,30,19,149100,14, _Clay,16,34,267,3, _SY295,53,0,1,7,7.6,0,4.4,0,0.4
20274,18,12.6,5.7,9.3,5.6,2,0,0.8,3.3,19, _Clay,39,44,58,89300,15, _Clay,27,27,268,4, _SY390,69,1,1,6,3.9,0,5.1,0,0.1
