No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e9_0,e9_1,e10_0,e10_1
20161,999.99,24.47,28.14,2.90,2.90,3.52,5.07,4.30,2.43,2.41,6.92,17.75,3.58,5,180,1,83,2,270,0,125,25,102,2,153,19,185,2,280
20162,999.99,999.99,1960.68,999.99,3.62,3.69,94.55,27.02,5.33,28.42,999.99,83.96,14.53,1,235,0,110,2,353,0,165,0,86,0,129,0,140,0,210
20163,999.99,71.69,71.69,19.30,11.04,11.33,34.49,133.06,10.49,118.27,44.05,30.66,3.38,19,180,1,83,19,270,1,125,1,86,1,129,0,185,0,280
20164,999.99,999.99,999.99,999.99,999.99,999.99,151.67,377.10,43.62,390.94,999.99,999.99,78.33,0,180,0,83,0,270,0,125,0,102,0,153,0,140,0,210
20165,999.99,63.33,63.33,999.99,18.47,18.47,41.46,92.76,19.20,102.38,88.83,61.16,4.64,5,180,0,83,6,270,0,125,1,86,2,129,1,185,1,280
20166,999.99,999.99,999.99,999.99,6.13,6.13,555.30,775.08,10.99,897.87,999.99,999.99,340.00,1,235,0,110,1,353,0,165,1,86,2,129,0,140,0,210
20167,999.99,999.99,999.99,999.99,24.59,24.59,32.23,20.09,6.75,19.13,24.62,23.89,11.18,1,180,0,83,0,270,0,125,1,102,1,153,0,185,0,280
20168,999.99,999.99,999.99,999.99,999.99,999.99,56.31,127.17,13.12,123.96,66.45,999.99,7.00,1,235,0,110,1,353,0,165,0,110,0,165,0,140,0,210
20169,999.99,999.99,15070.25,999.99,7.97,7.97,219.53,466.69,5.41,614.47,999.99,35.29,48.60,1,180,0,83,3,270,0,125,0,102,1,153,0,185,0,280
20170,999.99,10.48,10.48,999.99,1.64,1.69,13.03,22.83,4.93,25.93,17.64,8.56,4.10,36,235,2,110,127,353,8,165,10,86,44,129,7,140,30,210
20172,999.99,28.88,28.88,999.99,7.33,7.33,16.12,190.90,7.42,206.50,59.93,44.65,9.39,1,235,0,110,3,353,0,165,13,86,14,129,3,140,4,210
20173,999.99,248.03,248.03,999.99,7.98,7.98,35.95,44.85,8.95,60.39,49.79,26.73,17.50,2,180,0,83,5,270,0,125,1,94,2,141,0,185,1,280
20174,999.99,25.84,25.84,999.99,2.44,2.44,12.13,65.76,5.16,48.31,18.85,27.44,3.56,24,180,1,83,3,270,0,125,8,86,1,129,3,185,0,280
20175,999.99,999.99,999.99,999.99,7.12,7.12,26.56,35.96,5.10,39.55,57.72,19.53,14.07,1,235,0,110,5,353,0,165,0,102,1,153,0,185,1,280
20176,999.99,30.05,30.81,999.99,5.19,5.22,10.60,14.18,5.72,13.17,17.97,25.95,4.02,13,180,1,83,6,270,0,125,8,86,3,129,2,140,1,210
20177,999.99,999.99,999.99,999.99,999.99,999.99,14.56,88.19,11.73,78.77,27.37,44.64,4.39,17,180,1,83,2,270,0,125,1,102,0,153,1,140,0,210
20178,999.99,999.99,999.99,999.99,999.99,999.99,19.07,64.62,13.07,50.82,39.09,30.89,6.94,6,180,0,83,2,270,0,125,1,102,0,153,0,140,0,210
20179,999.99,999.99,999.99,999.99,999.99,999.99,51.70,198.08,30.20,187.76,85.54,999.99,16.11,2,235,0,110,8,353,0,165,0,86,2,129,0,140,3,210
20180,999.99,192.00,192.00,999.99,6.52,6.52,62.65,460.31,10.14,444.76,999.99,999.99,11.24,8,180,0,83,5,270,0,125,2,86,1,129,2,185,1,280
20181,999.99,110.10,110.10,999.99,42.73,43.51,6.21,17.69,4.62,14.25,11.66,18.33,9.03,13,235,1,110,5,353,0,165,6,102,2,153,3,140,1,210
20182,999.99,25.70,25.70,999.99,2.07,2.15,29.81,155.35,10.73,205.70,999.99,70.61,6.48,7,235,0,110,19,353,1,165,2,102,6,153,1,185,2,280
20183,999.99,12.57,12.57,999.99,2.15,2.86,17.98,98.62,6.66,103.59,69.19,35.89,7.03,9,180,0,83,11,270,1,125,1,86,1,129,1,185,2,280
20184,999.99,94.09,94.09,999.99,30.51,30.51,71.96,402.21,34.21,402.21,999.99,999.99,5.27,4,235,0,110,4,353,0,165,1,102,1,153,1,140,1,210
20185,999.99,102.66,102.66,999.99,14.99,14.99,22.65,68.18,8.11,79.80,25.41,14.98,4.95,13,235,1,110,21,353,1,165,1,102,3,153,2,185,6,280
20186,999.99,110.66,110.66,7.04,4.40,4.40,22.00,34.11,4.30,19.12,24.80,20.26,4.73,5,235,1,110,7,353,1,165,0,102,1,153,0,140,0,210
20187,7.54,7.54,16.24,2.60,2.60,9.76,3.57,37.94,2.62,18.28,7.96,8.84,2.87,23,180,1,83,10,270,1,125,3,86,1,129,2,185,1,280
20188,999.99,999.99,999.99,12.02,12.02,13.27,9.08,3.27,1.67,1.58,4.15,1.36,14.21,2,235,0,110,30,353,1,165,1,86,0,129,1,140,0,210
20189,999.99,35.00,35.00,999.99,25.76,25.76,26.43,64.70,31.30,55.51,48.57,82.48,10.79,5,180,0,83,1,270,0,125,2,86,0,129,2,185,0,280
20190,999.99,4.85,4.85,999.99,0.95,0.95,15.96,68.29,5.70,69.96,23.68,12.44,3.95,92,180,4,83,126,270,7,125,118,94,211,141,8,185,14,280
20191,999.99,74.61,79.07,5.92,4.59,7.27,7.62,8.15,1.92,4.49,4.98,1.55,11.64,3,180,0,83,3,270,0,125,1,102,1,153,0,185,0,280
20192,999.99,999.99,999.99,999.99,0.86,0.90,42.14,33.25,3.46,39.58,69.35,14.57,16.07,1,235,0,110,15,353,1,165,0,86,6,129,0,140,2,210
20193,999.99,999.99,999.99,999.99,6.54,6.54,32.25,281.20,21.12,288.48,999.99,999.99,4.91,16,180,1,83,16,270,1,125,5,102,6,153,7,185,8,280
20194,999.99,0.90,1.17,999.99,1.89,2.35,4.38,19.92,5.13,17.13,21.92,27.49,2.88,30,235,1,110,16,353,1,165,15,86,6,129,6,185,3,280
20195,999.99,999.99,999.99,999.99,25.63,25.63,19.11,81.94,21.69,63.57,40.18,999.99,5.60,2,235,0,110,0,353,0,165,6,102,0,153,11,185,1,280
20196,999.99,13.24,13.24,999.99,4.62,4.78,15.16,135.71,8.24,130.77,49.07,37.38,6.93,27,235,1,110,35,353,1,165,9,102,13,153,1,185,1,280
20197,999.99,78.34,78.34,999.99,4.09,4.09,41.67,32.96,6.64,31.00,999.99,999.99,14.38,3,235,0,110,1,353,0,165,1,102,0,153,0,185,0,280
20198,999.99,999.99,999.99,999.99,999.99,999.99,68.42,23.92,9.29,29.47,95.65,24.43,30.17,0,180,0,83,9,270,0,125,0,102,1,153,0,185,0,280
20199,999.99,82.18,82.18,7.63,7.63,8.50,15.87,50.44,3.84,18.74,18.12,17.00,3.00,1,180,0,83,1,270,0,125,1,110,1,165,0,185,0,280
20200,999.99,999.99,999.99,999.99,4.44,4.44,32.62,7.54,2.54,7.79,28.83,12.12,70.25,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
20201,999.99,999.99,999.99,999.99,999.99,999.99,76.04,112.34,28.15,94.72,999.99,999.99,28.56,1,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
20202,999.99,999.99,999.99,999.99,22.81,22.81,32.07,39.54,8.32,35.22,44.47,49.58,39.50,1,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
20203,999.99,2.50,2.66,999.99,1.15,1.29,19.59,271.48,10.50,262.45,79.68,59.51,4.41,21,235,1,110,13,353,1,165,1,86,0,129,0,140,0,210
20204,999.99,7.22,7.22,999.99,2.67,2.67,15.50,36.93,17.60,29.59,24.78,62.45,5.43,34,180,2,83,36,270,3,125,21,102,28,153,15,185,21,280
20205,999.99,205.50,215.34,3.12,3.12,3.14,15.17,29.31,1.69,6.10,17.19,3.61,12.70,4,180,0,83,11,270,1,125,1,86,5,129,0,185,3,280
20206,999.99,49.57,49.57,999.99,22.77,22.77,38.43,553.21,23.73,527.11,999.99,999.99,8.17,6,235,1,110,3,353,0,165,5,102,4,153,4,185,3,280
20207,999.99,999.99,999.99,999.99,2.86,2.86,22.39,18.65,6.41,17.59,39.98,65.55,4.84,7,180,1,83,2,270,0,125,2,110,1,165,0,185,0,280
20208,999.99,5.39,5.40,8.42,0.98,1.27,6.10,25.85,2.84,19.11,12.37,10.39,3.10,69,235,1,110,58,353,1,165,4,102,3,153,3,185,2,280
20209,999.99,54.63,54.63,999.99,7.30,7.68,23.44,119.73,8.95,118.62,37.01,24.74,4.26,6,180,0,83,4,270,0,125,9,94,6,141,2,185,1,280
20211,999.99,999.99,1003.45,77.83,1.32,1.32,126.45,55.38,4.92,55.21,999.99,71.51,27.37,1,180,0,83,3,270,0,125,0,86,2,129,0,140,1,210
20212,999.99,150.40,150.40,999.99,15.56,15.56,119.49,664.69,34.62,565.11,999.99,999.99,11.71,3,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
20213,3.85,3.76,4.46,1.34,1.34,2.16,3.07,3.93,2.26,1.41,7.36,21.22,2.14,65,180,3,83,8,270,1,125,3,86,0,129,4,140,0,210
20214,999.99,999.99,999.99,999.99,999.99,999.99,45.42,212.13,9.16,188.13,87.91,27.97,10.75,1,235,0,110,1,353,0,165,0,86,0,129,0,185,0,280
20215,999.99,246.92,246.92,8.92,6.02,6.64,68.85,128.95,8.21,99.95,68.69,22.66,5.00,2,235,0,110,8,353,1,165,0,86,1,129,0,185,1,280
20216,999.99,159.91,159.91,999.99,9.60,9.60,16.23,52.97,6.17,45.92,27.23,63.79,13.05,3,180,0,83,0,270,0,125,2,102,0,153,2,140,0,210
20217,999.99,999.99,999.99,999.99,6.29,6.42,225.11,42.20,5.37,47.88,999.99,65.13,999.99,0,180,0,83,12,270,0,125,0,102,1,153,0,140,2,210
20218,999.99,999.99,999.99,999.99,999.99,1024.99,84.79,750.59,47.24,756.84,999.99,999.99,17.25,1,235,0,110,1,353,0,165,0,86,0,129,0,185,0,280
20219,999.99,30.83,30.83,999.99,11.74,11.74,10.50,25.61,9.01,21.31,39.49,75.42,9.04,4,180,0,83,1,270,0,125,3,102,1,153,2,140,0,210
20220,999.99,30.51,30.51,999.99,14.65,14.65,5.69,59.88,6.44,46.86,9.65,33.47,5.38,18,235,0,110,1,353,0,165,2,102,0,153,2,185,0,280
20221,999.99,504.68,504.68,999.99,52.25,52.25,82.16,610.46,27.15,676.10,999.99,999.99,13.07,2,180,0,83,2,270,0,125,1,94,2,141,0,185,0,280
20222,999.99,999.99,999.99,999.99,999.99,999.99,16.44,50.80,18.44,44.87,57.45,74.70,4.04,9,235,0,110,1,353,0,165,1,86,0,129,2,185,0,280
20223,999.99,999.99,36116.08,999.99,23.71,26.50,113.15,174.65,6.29,241.49,999.99,19.62,47.40,1,180,0,83,9,270,0,125,0,86,6,129,0,185,4,280
20224,22.89,15.52,17.80,2.41,2.41,4.27,4.18,6.27,2.01,1.49,8.96,16.02,2.44,24,235,1,110,8,353,1,165,3,86,1,129,2,185,0,280
20225,999.99,99.45,99.45,999.99,4.81,4.84,50.16,45.47,13.44,51.38,999.99,51.87,7.17,4,180,0,83,12,270,1,125,0,86,2,129,0,140,2,210
20226,999.99,6.63,7.53,999.99,2.05,2.26,5.70,29.31,3.70,28.33,10.41,1.49,3.10,11,235,1,110,15,353,1,165,5,102,5,153,3,185,3,280
20227,999.99,237.66,237.66,2.74,2.61,19.26,4.13,8.51,1.64,2.58,5.97,1.60,9.43,2,235,0,110,3,353,0,165,2,102,2,153,1,140,1,210
20228,999.99,47.34,47.34,999.99,8.72,8.72,30.00,74.06,10.74,80.49,63.22,34.77,2.46,2,235,0,110,4,353,0,165,1,86,1,129,2,185,4,280
20229,999.99,204.90,204.90,999.99,35.65,35.65,31.56,278.06,11.46,228.81,50.49,69.73,7.18,9,180,0,83,2,270,0,125,1,86,0,129,0,185,0,280
20230,999.99,999.99,999.99,999.99,35.16,35.16,38.03,30.12,15.12,26.80,999.99,999.99,8.15,1,235,0,110,0,353,0,165,1,86,0,129,0,140,0,210
20231,999.99,301.29,301.29,999.99,34.14,34.14,82.75,499.96,17.93,469.28,999.99,999.99,11.13,3,235,0,110,2,353,0,165,1,102,1,153,0,185,0,280
20232,999.99,32.37,32.37,4.61,1.59,1.66,21.02,48.71,4.50,24.89,32.55,19.75,3.56,5,180,0,83,10,270,1,125,3,102,10,153,7,140,27,210
20233,999.99,999.99,999.99,4.88,3.21,3.21,12.49,25.69,4.91,21.51,15.55,5.82,3.36,2,180,0,83,18,270,2,125,0,102,5,153,0,185,1,280
20235,999.99,29.77,29.77,999.99,4.03,4.06,10.29,44.82,5.49,38.94,16.66,33.69,4.46,34,235,1,110,9,353,1,165,6,86,1,129,10,140,2,210
20236,999.99,999.99,999.99,999.99,999.99,999.99,64.88,39.38,11.70,37.18,93.94,999.99,56.00,0,235,0,110,0,353,0,165,0,102,0,153,0,185,0,280
20237,999.99,85.04,92.11,4.61,4.61,12.56,7.07,15.98,1.81,4.34,20.36,16.31,5.20,6,235,0,110,5,353,0,165,5,102,7,153,7,185,9,280
20238,999.99,191.05,191.05,999.99,1.74,1.74,52.73,48.24,5.92,58.34,63.01,26.58,12.94,5,180,0,83,11,270,1,125,0,86,1,129,0,185,1,280
20239,999.99,9.05,9.05,999.99,3.27,3.27,8.41,26.58,5.54,24.93,16.95,20.90,2.67,10,235,1,110,6,353,1,165,1,86,1,129,1,140,0,210
20240,999.99,999.99,999.99,999.99,796.18,796.18,19.12,51.00,5.53,35.58,29.64,30.48,14.20,1,235,0,110,0,353,0,165,2,102,0,153,0,140,0,210
20241,999.99,5.96,5.96,999.99,5.52,5.52,8.24,38.26,7.46,36.22,14.29,14.50,2.26,29,180,1,83,17,270,1,125,16,110,9,165,3,185,1,280
20242,999.99,72.50,72.50,999.99,10.51,10.51,37.55,224.04,16.00,210.75,70.33,66.15,8.70,4,235,0,110,2,353,0,165,4,102,2,153,3,185,1,280
20243,999.99,105.54,105.54,999.99,56.65,56.65,44.92,82.11,34.15,74.65,59.92,73.35,9.30,3,180,0,83,1,270,0,125,2,86,1,129,1,185,1,280
20244,999.99,25.87,27.61,999.99,2.68,3.25,11.95,16.58,4.09,18.09,31.75,16.97,4.15,9,235,0,110,18,353,1,165,1,102,2,153,1,140,2,210
20245,999.99,2.15,2.15,999.99,1.28,1.32,11.11,74.38,7.18,70.06,26.43,24.78,2.26,36,180,2,83,17,270,1,125,3,86,1,129,1,140,0,210
20247,999.99,32.36,33.21,999.99,5.54,5.64,23.20,40.64,8.56,39.63,62.14,60.85,5.93,11,180,0,83,7,270,0,125,10,86,7,129,11,140,7,210
20248,999.99,347.90,347.90,999.99,6.62,6.62,129.45,212.16,10.27,203.34,999.99,999.99,12.21,1,235,0,110,1,353,0,165,1,102,0,153,0,140,0,210
20249,999.99,9.21,10.16,24.26,5.10,5.24,7.45,126.59,10.12,88.99,14.86,999.99,2.10,58,235,2,110,1,353,0,165,57,86,1,129,74,185,1,280
20250,999.99,260.86,260.86,999.99,3.28,3.51,29.23,15.77,4.21,18.11,75.89,34.42,11.74,3,180,0,83,11,270,1,125,0,86,0,129,0,185,1,280
20251,999.99,29.08,29.08,999.99,20.72,20.72,24.78,137.52,19.32,126.51,85.66,76.94,5.71,12,235,1,110,7,353,1,165,3,102,2,153,5,185,3,280
20252,999.99,466.87,466.87,999.99,12.36,13.12,41.74,128.83,10.95,143.55,78.76,30.39,15.93,2,180,0,83,5,270,0,125,0,86,1,129,0,140,0,210
20253,999.99,3.80,4.63,2.47,1.37,2.00,3.76,7.97,3.12,3.42,7.82,20.05,2.24,57,235,2,110,11,353,0,165,14,102,2,153,17,140,2,210
20254,999.99,5.53,5.53,999.99,3.14,3.14,22.02,36.91,16.49,36.20,80.32,60.75,4.17,13,180,1,83,15,270,1,125,2,86,2,129,1,185,2,280
20255,999.99,16.02,16.80,1104.43,3.72,3.88,11.10,112.06,4.94,97.43,16.31,16.47,4.82,18,235,1,110,5,353,0,165,1,102,0,153,1,140,0,210
20256,999.99,14.97,14.97,999.99,2.83,3.07,10.62,17.80,4.24,19.85,22.20,14.61,3.04,5,180,0,83,8,270,1,125,1,102,1,153,1,140,1,210
20258,999.99,124.54,140.39,2.98,2.50,3.76,14.38,44.29,2.60,16.69,30.58,1.27,9.06,9,235,0,110,6,353,0,165,10,110,6,165,6,140,3,210
20259,999.99,22.49,22.49,999.99,14.06,14.06,6.70,7.50,10.35,6.55,11.14,26.84,4.74,45,180,1,83,9,270,0,125,30,94,4,141,5,185,1,280
20261,999.99,9.85,9.85,999.99,2.46,2.46,14.38,88.52,8.01,79.54,29.07,25.23,6.41,8,180,1,83,41,270,3,125,1,86,4,129,1,185,4,280
20262,999.99,7.62,7.62,999.99,30.99,30.99,26.48,891.58,40.07,698.64,59.49,89.99,5.60,8,235,0,110,2,353,0,165,1,86,0,129,2,185,0,280
20263,999.99,23.13,23.13,999.99,5.94,6.08,33.41,102.81,16.43,112.68,999.99,75.37,6.92,6,235,0,110,8,353,1,165,1,102,2,153,0,140,1,210
20264,999.99,13.53,13.53,999.99,4.78,5.34,14.26,264.81,5.97,258.22,55.93,34.35,5.93,11,235,1,110,8,353,1,165,3,102,3,153,2,185,1,280
20265,999.99,234.16,234.16,999.99,8.25,8.25,47.95,69.57,12.52,93.21,90.20,42.65,16.08,1,180,0,83,3,270,0,125,0,86,1,129,0,140,1,210
20266,999.99,273.23,273.23,999.99,21.93,22.68,34.92,72.66,7.15,73.98,999.99,72.76,20.00,2,235,0,110,1,353,0,165,2,102,1,153,2,185,2,280
20267,999.99,155.42,155.42,999.99,4.09,4.55,27.83,102.58,5.05,122.04,45.22,14.00,8.70,6,180,1,83,23,270,2,125,1,86,4,129,0,140,1,210
20268,999.99,999.99,999.99,999.99,15.32,15.32,44.79,98.54,4.09,98.54,67.93,50.65,84.33,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
20269,999.99,3.06,3.06,999.99,3.10,3.10,10.46,76.46,7.76,65.51,48.83,44.85,4.03,15,180,1,83,10,270,1,125,35,86,18,129,10,185,5,280
20270,999.99,999.99,1501.29,17.52,4.43,14.81,30.53,17.09,3.59,18.98,63.48,11.97,10.67,2,235,0,110,11,353,0,165,3,94,25,141,1,185,7,280
20271,999.99,999.99,12401.26,999.99,69.86,69.86,38.01,6.19,8.53,6.63,66.65,25.54,43.50,0,180,0,83,1,270,0,125,0,86,0,129,0,140,1,210
20272,999.99,59.09,59.09,999.99,5.09,5.16,14.64,16.29,5.65,15.65,31.29,44.45,5.43,25,235,1,110,15,353,1,165,1,102,0,153,1,185,0,280
20273,999.99,999.99,999.99,999.99,999.99,999.99,15.88,33.06,10.50,32.71,68.48,49.67,6.68,4,180,0,83,3,270,0,125,1,102,1,153,1,140,1,210
20274,999.99,156.69,156.69,999.99,26.19,29.45,14.86,331.28,6.20,365.26,16.80,11.82,5.59,11,235,0,110,12,353,1,165,1,102,2,153,1,185,1,280
20275,999.99,15.85,15.85,999.99,5.21,5.21,17.86,61.35,8.33,58.54,42.61,46.58,4.56,13,235,1,110,9,353,0,165,3,86,2,129,1,140,1,210
20276,999.99,6.32,6.32,999.99,1.27,1.27,13.91,75.61,5.61,71.23,46.95,20.52,4.63,56,180,1,83,327,270,14,125,12,86,90,129,11,140,86,210
20277,4.25,4.25,4.54,3.82,3.82,3.91,4.16,27.00,4.73,24.58,1.68,6.15,1.16,98,235,3,110,10,353,0,165,3,102,0,153,1,185,0,280
20278,999.99,25.90,25.90,1.64,1.64,1.87,16.74,14.84,3.98,3.87,13.49,15.66,2.30,12,180,1,83,8,270,0,125,1,86,1,129,2,140,2,210
20279,999.99,999.99,999.99,999.99,17.01,17.01,29.45,51.69,5.79,60.92,38.83,72.80,22.36,0,235,0,110,2,353,0,165,0,102,2,153,0,185,1,280
20281,999.99,13.64,14.51,999.99,9.13,9.51,10.12,41.10,11.32,33.26,19.43,41.96,5.09,12,235,1,110,1,353,0,165,2,102,0,153,1,140,0,210
20282,999.99,64.46,64.46,999.99,3.10,3.10,59.34,245.59,14.61,315.15,999.99,83.29,10.04,4,180,0,83,16,270,1,125,1,86,5,129,0,185,3,280
20283,999.99,122.87,122.87,999.99,69.56,81.21,5.43,8.55,4.37,7.70,18.20,14.02,8.09,5,235,0,110,3,353,0,165,1,86,0,129,0,185,0,280
20284,999.99,37.46,37.46,999.99,1.24,1.31,22.81,24.13,4.80,28.19,41.45,10.26,6.77,10,180,0,83,99,270,6,125,3,102,43,153,2,140,25,210
20285,999.99,50.38,52.64,999.99,14.40,16.35,8.81,19.63,4.48,17.54,24.47,29.55,5.18,6,180,0,83,2,270,0,125,2,102,1,153,7,185,2,280
20286,999.99,297.34,297.34,999.99,81.90,81.90,66.17,180.30,47.95,137.68,86.44,999.99,13.50,8,180,0,83,1,270,0,125,3,86,1,129,5,185,1,280
20287,999.99,116.96,116.96,999.99,9.71,9.71,23.33,34.59,7.90,29.08,24.68,95.22,5.81,6,235,0,110,1,353,0,165,0,86,0,129,1,185,0,280
20288,999.99,831.05,831.05,28.68,28.68,42.59,13.37,19.74,4.51,17.78,5.38,2.68,13.75,2,180,0,83,2,270,0,125,0,102,0,153,0,140,0,210
20289,999.99,13.14,16.00,999.99,2.47,4.84,8.23,221.81,4.01,212.42,26.22,10.39,4.42,31,235,2,110,21,353,1,165,4,102,3,153,12,140,7,210
20290,999.99,52.42,52.42,999.99,3.34,3.63,13.02,23.40,5.29,26.43,22.96,18.35,7.59,8,235,0,110,14,353,1,165,1,102,2,153,1,185,1,280
20291,999.99,10.12,15.83,999.99,3.80,6.47,4.14,11.34,3.05,11.34,3.07,2.37,6.83,13,180,1,83,15,270,1,125,10,86,15,129,9,140,13,210
20292,999.99,638.65,638.65,999.99,6.23,6.77,68.49,322.70,7.78,304.20,999.99,999.99,20.33,1,235,0,110,0,353,0,165,0,86,0,129,0,185,0,280
20293,999.99,100.94,100.94,999.99,11.66,11.66,42.31,48.22,23.85,41.72,999.99,999.99,10.87,2,180,0,83,0,270,0,125,0,102,0,153,0,140,0,210
20294,999.99,999.99,999.99,999.99,999.99,999.99,10.93,18.42,18.94,15.73,32.70,34.20,4.85,11,180,1,83,13,270,1,125,9,102,15,153,7,185,11,280
20295,999.99,29.54,31.10,999.99,4.19,4.61,20.17,192.63,5.98,171.28,59.15,56.56,5.25,12,180,1,83,4,270,0,125,1,86,0,129,2,140,0,210
20296,999.99,999.99,999.99,2.29,1.36,1.36,5.23,5.92,2.44,3.37,9.79,2.99,2.78,4,235,0,110,36,353,2,165,3,86,28,129,1,185,10,280
20297,999.99,88.13,88.13,999.99,4.32,4.32,25.61,25.59,15.15,23.98,46.27,90.32,11.16,4,180,0,83,4,270,0,125,1,86,1,129,0,185,0,280
20298,999.99,62.91,65.86,999.99,20.90,21.33,12.33,26.37,8.53,25.04,32.66,34.25,5.29,22,180,1,83,11,270,1,125,5,102,2,153,1,140,0,210
20299,999.99,999.99,999.99,999.99,999.99,999.99,118.02,140.25,22.70,118.18,999.99,999.99,24.67,0,235,0,110,0,353,0,165,0,94,0,141,0,185,0,280
20300,999.99,13.63,16.09,999.99,3.86,4.52,13.25,86.52,8.81,79.69,36.39,71.18,1.76,5,235,0,110,2,353,0,165,6,110,2,165,1,185,0,280
20301,58.24,47.81,48.25,19.10,16.74,16.74,6.79,228.47,4.12,83.24,5.86,10.65,4.15,15,180,1,83,4,270,0,125,1,86,0,129,1,140,0,210
20302,999.99,999.99,6271.07,29.39,13.45,13.45,137.23,25.90,6.22,21.44,97.83,999.99,16.38,1,235,0,110,0,353,0,165,1,102,0,153,1,140,0,210
20303,999.99,183.03,183.03,999.99,48.85,48.85,117.92,235.20,77.44,198.66,999.99,999.99,7.40,2,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
20304,999.99,999.99,999.99,999.99,999.99,999.99,168.64,110.74,16.36,108.32,999.99,87.12,34.00,0,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
20305,999.99,65.93,65.93,3.99,2.93,2.93,72.63,64.67,10.16,62.79,31.76,17.63,8.07,1,235,0,110,2,353,0,165,1,102,1,153,1,185,1,280
20306,999.99,73.20,73.20,999.99,16.85,21.69,13.47,207.39,4.80,170.09,52.72,30.87,6.64,4,180,0,83,1,270,0,125,4,102,1,153,1,185,0,280
20307,999.99,3.98,3.98,999.99,5.75,5.75,9.40,18.32,12.45,15.90,36.79,61.12,4.24,17,235,1,110,5,353,1,165,3,102,1,153,8,185,2,280
20308,999.99,190.71,190.71,999.99,16.60,17.76,15.69,45.76,6.15,50.00,48.22,29.42,8.67,8,180,0,83,10,270,1,125,1,102,2,153,0,185,1,280
20309,999.99,999.99,2138.50,6.29,6.29,7.50,61.58,47.51,2.02,6.87,45.11,3.09,11.20,2,180,0,83,9,270,1,125,0,86,2,129,0,140,0,210
20310,999.99,104.20,104.20,999.99,15.21,15.21,14.76,13.62,7.47,11.20,38.18,999.99,11.38,5,235,0,110,1,353,0,165,3,86,0,129,3,140,0,210
20311,999.99,38.27,38.27,999.99,1.71,1.71,20.18,22.97,6.57,22.72,27.27,18.21,7.10,32,180,2,83,98,270,7,125,10,86,38,129,3,185,11,280
20312,999.99,6.48,6.48,999.99,4.14,4.14,16.27,144.39,12.25,137.48,27.71,27.91,3.32,19,235,1,110,18,353,1,165,16,86,20,129,16,185,20,280
20313,999.99,90.10,90.10,7.86,5.78,6.44,11.88,7.56,3.23,6.64,23.30,12.82,6.74,8,180,0,83,14,270,1,125,1,102,1,153,0,140,0,210
20314,999.99,999.99,1552.95,7.84,5.37,5.37,181.40,36.79,6.33,32.77,999.99,48.51,15.44,0,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
20315,999.99,428.20,428.20,999.99,70.51,70.51,138.14,403.25,57.04,392.75,999.99,91.87,9.00,2,235,0,110,1,353,0,165,0,102,0,153,1,140,1,210
20316,5.95,5.25,5.73,2.37,2.37,3.21,5.81,70.39,4.75,30.28,12.77,29.11,1.20,30,180,1,83,4,270,0,125,5,86,0,129,7,185,1,280
20317,999.99,112.07,112.07,999.99,2.00,2.85,19.58,13.15,3.18,14.89,69.33,35.60,7.27,5,235,0,110,4,353,0,165,21,94,68,141,8,185,27,280
20318,999.99,12.11,12.11,999.99,6.21,6.21,18.07,100.30,11.81,99.52,39.49,32.08,4.41,5,180,1,83,3,270,0,125,51,110,43,165,4,140,4,210
20319,999.99,50.04,50.04,999.99,3.50,3.70,42.15,228.51,9.13,278.68,999.99,48.91,10.82,4,235,0,110,11,353,0,165,0,86,1,129,0,185,1,280
20320,999.99,94.50,94.50,999.99,5.53,5.53,54.18,94.90,9.30,101.88,999.99,999.99,13.95,9,180,0,83,8,270,0,125,1,86,1,129,0,185,0,280
20321,999.99,45.40,45.40,999.99,4.13,4.13,26.03,65.69,8.45,66.50,33.89,28.41,5.48,10,235,1,110,9,353,1,165,7,94,6,141,1,185,1,280
20322,999.99,21.35,21.35,999.99,1.50,1.64,26.16,124.36,6.21,136.93,999.99,46.44,5.37,8,180,0,83,12,270,1,125,4,86,9,129,7,185,18,280
20323,999.99,999.99,999.99,999.99,999.99,999.99,4.55,7.49,3.30,6.04,10.02,6.71,6.86,3,235,0,110,1,353,0,165,4,102,0,153,2,140,0,210
20324,999.99,53.79,53.79,999.99,9.68,10.11,10.36,27.75,6.99,25.58,18.24,26.05,5.79,7,180,0,83,3,270,0,125,0,102,0,153,1,140,0,210
20326,999.99,221.01,221.01,6.10,3.81,3.82,47.00,88.58,4.33,53.93,56.86,24.29,5.72,2,235,0,110,6,353,0,165,16,110,49,165,6,140,17,210
20327,999.99,221.01,221.01,6.10,3.81,3.82,47.00,88.58,4.33,53.93,56.86,24.29,5.72,2,235,0,110,6,353,0,165,16,110,49,165,6,140,17,210
